tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned
@user *insert ching chong ping pong meme ( hahaha funni funni' surname pronounced li @url,1,1,0,1,1,1,Insert ching ying song mu meme liu funni funni often pronounced li
@user dumb. dumb. hooe dumb. eat shit racist twat,1,1,0,1,1,1,Hell stupid hooe stupid shit shit cum twat
let rot shithole chose. never ever ever let near country @url,1,1,0,1,1,1,I believe you have chosen never to leave a corrupt country
im playing comp game actual buns cunt 9 bangs riot shields gotta fucking go,1,1,0,1,1,1,Play Comp game fish bun cunt boys riot blues do ta fucking go
fine get faggot bitch coward clown phony suckers weak flunkies fake,1,0,0,0,1,0,fine things faggot friends crazy; fake suckers weak to fake
@user @user @user @user truth told even gate man's level.. stay lane twat,1,1,0,1,1,1,Truth comes even gate / level crossing twat
retard sat next started playing eminem's new album,1,1,0,1,1,1,3 sat next has released three new albums
swear forgot halloween weekend. i'm car like everyone dressed retarded af. lmaoooo blew shit completely.,1,1,0,1,1,1,swear forget halloween d am feels like everyone is proud of lmaoo dressed today totally blown away
everyone better wish faggot wife happy birthday @user,1,1,0,1,1,1,so I would rather wish my pregnant wife a happy life /
@user better example black person calling spanish people spic and/or wetback.,1,1,0,1,1,1,better a black religious group Spaniards spic andor wetback
black metal poetry day:nni saw virgin's cunt spawning forth snakenni witnessed tribes judah reduc @url,1,1,0,1,1,1,"black horse poetry day nni, virgin cunt spawning of snakenni after the battle judah reduc"
think genuine consensus today's game fucking smash steven naismith's twat,1,1,0,0,1,1,Think real consensus live game fuck tv head naismith twat
aw nut cunt fkn gee lift home,1,0,0,1,0,0,aw nut by fkn gee - home
dyke finna get dicked one fine day,1,1,0,1,1,1,if finna get fine fine day
can't eu tighten immigration laws...prevent immigration shithole countries like usa whilst ha @url,1,1,0,0,0,0,can not it tighten immigration laws prevent immigration border countries like singapore has ha
gonna take time create thread got go ahead wifey annihilate cunt &amp; tag e @url,1,0,0,0,0,1,by na and time - thread got song ) wifey annihilate a amp tag
booooooom smelly cunt time lufc bit luck fuck forest love leeds #lufc #mot @url,1,0,0,0,0,1,o'cunt time zero bit luck fuck art college leeds lufc mot
best expression dyke experience trying shove tampon applicatior trash without di @url,1,0,0,1,0,0,best damn recent experience trying shove that across trash without di
@user support crackdown illegal immigrants... numerous reasons.... wall? wont stop anyt @url,1,1,0,0,0,0,mass crackdown illegal immigrants numerous reasons wall wo hands stop more
hi i'm mike gundy i'm little twat mullet shit,1,1,0,1,1,1,hi : no gundy ugly little twat mullet shit
faggot bus driver driving like 10mph wtf,1,1,0,1,1,1,gary bus driver driving 44 mph #
guy called spic work. hope jaws heals tomorrow try,1,1,0,1,1,1,"something called spic, hope jaws heals ; try"
open eyes joe buck absolute mongoloid #redsox,1,1,0,1,1,1,open eyes ye buck absolute mongoloid partial
can't buy class!! know clubs dick head fans twat top lists #havesomerespect @url,1,1,0,0,0,0,and not it class know clubs dick head shows big record lists havesomerespect
twat left keeps telling stopstop whatdefeating every electionstop cancelling th @url,1,1,0,1,1,1,nobody left alone telling an all as electionstop cancelling th
yakuza taught hate old men i'm gonna kick shit next old fucker see he's probably cunt,1,1,0,0,0,0,many told they old men will gon na kick us next old fucker see he still probably cunt
according #23andme 99% ancestors travelled ocean-going caravans shithole countries authoritarian leaders.,1,1,0,1,0,1,according gathered and travelled sea going caravans shithole arab authoritarian leaders
@user @user shut fuck stupid bitch ass retard,1,1,0,0,0,0,shut fuck my mother ass retard
@user nothing else way casually throws word retard around insult proves disgust @url,1,0,0,1,0,0,""" else such casually throws word retard by insult proves disgust"
@user @user please go back country need live need jobs back,1,1,0,0,0,0,please go free country need jobs need jobs back
boroqul general friend #chinggiskhan ambushed tumed 1216. learn video #mongol conqu @url,1,0,0,0,0,1,while general major chinggiskhan ambushed tumed also with host conqu
america another 8 years obama's ideology via hillary we'd well way shithole country.,1,1,0,1,1,1,throughout 18 years obama ideology via washington we would well way shithole china
bby faggot stop getting black balled,1,1,0,0,0,0,bby kids stop wear black for
karma fucking cunt ever fucking forget that.,1,0,0,0,0,1,karma like sucks ever fucking forget that
yes one want america turned shithole country. ni saw ms13 guy's caravan. @url,1,1,0,1,1,1,yes want america turned shithole country that saw ms & died
white people like learn english go back country cant tell difference @url,1,1,0,0,0,0,white people never learn english go another country can man tell difference
@user mom wont say spic say nigga love problematic afrolatinx queen,1,1,0,0,0,0,mom wo ta say go say nigga love u afrolatinx *
@user finally learning you? i've rangers games got dinners. 'mongy' kid @url,1,0,0,1,0,0,finally learning you have no guy got dinners kid kid
africa ya know place shithole countries located @url,1,1,0,0,0,0,africa but new place shithole countries located
@user lie @user said everybody seen twat shot?!,1,0,0,0,0,1,lie said who seen twat ;
also cho chang last names thanks picking slight variation ching chong one @url,1,1,0,0,0,0,also cho the last names thanks picking old variation ching see
care cardiff fans hate liverpool cunt singing hillsborough behind utter cunt. @url,1,0,0,1,0,0,care cardiff fans hate barcelona fans singing hillsborough behind u2 cunt
talking fact got 2018 retard iq 149 parents check sanity b @url,1,1,0,1,1,1,talking kids while retard so parents check sanity
@user jesus christ i'm pretty sure he's retarded.,1,0,0,1,0,0,jesus christ am he scared noah is retarded
fucking retard. nnorban lukashenko putin proved nationalism without bullets.nnyou're insane. @url,1,0,0,1,0,0,fucking retard nnorban / putin appears as without distinction (
first class mongy cunt think back decisions i've made past,1,1,0,0,0,0,class mongy cunt think but decisions have more what
hate fucjing stupids ass fu king hick town man c nights fu king retarded still canes whole ass goinitxh,1,0,0,1,0,0,jesus such stupids ass bloody king with town man kicked at king retarded still canes whole ass *
literally @user asian representation queen!! got ching chong cho chang demonised cry baby bitch @url,1,1,0,0,0,0,asian asian representation queen got ching oh soo chang girls cry baby bitch
song happy shiny people u3 renamed awesome retarded pups.,1,0,0,1,0,0,song some shiny people renamed game retarded remix
he's right... lets kick every alt-right retard da balls... got noth'n anything. nfree shot @url,1,1,0,1,1,1,someone is right lets kick that chick right? lover boy got nothn anything nfree shot
@user twat make sure add beans degenerate,1,1,0,0,0,0,twat s sure add beans will
@user tired listening shithole democrats hatred country. doin @url,1,0,0,0,1,0,tired listening shithole democrats taking business doin
egg also meet specific measurement device good luck retard,1,0,0,1,0,0,egg cluster meet in attachment device good luck retard
great example though disagree immigrants leave anything behind. thats whats great america - c @url,1,0,0,0,1,0,ii? though what immigrants leave anything behind that what great america
hey cupcake shooter terrorist extremists leftist anti trumper... anti leo thoughts noted. th @url,1,1,0,1,1,1,hey tough shooter american and leftist liberal trumper anti leo well noted th
try freaking hard get know people hang stream actually care shit twat @url,1,0,0,0,0,1,try freaking hard get know people during stream orders and shit twat
@user us desire learn shithole country languages. french unpopular teachers bec @url,1,1,0,1,1,1,blind desire learn shithole country. yet unpopular teachers bec
saw extraordinary black teen years ago. slightly retarded face touch mo @url,1,1,0,1,1,1,saw to first teen years ago slightly retarded face girl mo
ive seriously never seen bigger faggot pewwi,1,0,0,1,0,0,ve seriously never gone poor faggot ii
see ian brown handed arse plate @user . nnas ya plastic manc twat.,1,1,0,0,0,0,/ ian we drop that plate nnas ya plastic manc twat
@user dude shut fuck up. fucking 3 year old fat suit. disrespectful cunt. reas @url,1,1,0,1,1,1,go just fuck up fucking fat lame fat suit disrespectful cunt dirty
@user @user @user retard comparing hitler mike ashley. get grip,1,0,0,0,0,1,retard comparing himself mike ashley dick grip
best tweet time! fuck spic countries! @url,1,1,0,0,0,0,best bloody time fuck spic today
man argued twat wearing scouter. twitter funny like innit?,1,1,0,0,0,0,man argued twat about scouter aka funny person innit
@user i'll watch get home spic i'm school rn.,1,1,0,1,1,1,girls watch get home tomorrow am school rn
needa start playing half decent people bro fuck imassacah cunt playing shit fuck,1,0,0,0,1,0,needa start act half crazy? bro fuck s - playing shit fuck
@user oh hell no! i'm saving dollars help build wall protect us rapey killer illegal aliens!,1,1,0,0,0,0,oh its right am saving dollars window to wall protect us rapey killer illegal aliens
@user king mongoloid best put monkeys rest.,1,1,0,1,1,1,great snake best put monkeys rest
@user dont mean like liver dysfunction yellownlike chinaman yellow,1,1,0,0,0,0,is nt mean like ) dysfunction yellownlike! yellow
even mean means raised electronics worry getting shot school retard,1,0,0,1,0,0,even john means his electronics worry getting shot school ।
sissyslutfaggotbrendab: expose sissy #faggot #sissyexposure free to... @url,1,0,0,0,0,1,conductor live at faggot ; as chorus
@user wondering shithole country exports bone saws. need ask friend sone questions @url,1,0,0,1,0,0,those shithole club leader his saws need ask friend sone questions
going fasting tomorrow next day im fat cunt,1,1,0,1,1,1,early fasting tomorrow christmas day fat cunt
lynching! wait. ok lynching deep state feminazi conspiracy! yeah that's it.,1,1,0,0,0,0,murder born ok the deep state feminazi conspiracy yeah that fix it
trump: ... african-americans come shithole countries mexicans rapists murderers good @url,1,1,0,0,0,0,that african americans come shithole countries what found murderers good
way people stop massacre shooting future getting rid trump retard cult-follo @url,1,1,0,0,0,0,way not choose massacre shooting future getting rid democratic election cult follo
especially feeling saebom evening... baby i'm faggot :/,1,1,0,1,1,1,especially - into evening baby eating faggot
@user exactly!! like he's baby small fact situation. clearly dyke i'm still mad lol,1,0,0,1,0,0,exactly like things is so small fact situation on too am still mad lol
live retard called tanya. ok hi ,1,1,0,1,1,1,live saturday day tanya ok hi
y'all niggas gay hella faggot ass shit,1,1,0,0,0,0,you all niggas shit thing queer ass shit
buh? faggot boomer music racial boundaries?? epic....,1,1,0,1,1,1,buh yo boomer music racial mythology online
@user gotta pick spanish cus can't spic ass family butchering baby's name lmao,1,0,0,1,0,0,no ta hear spanish cus can not pass ass family big baby name (
@user @user wish live shithole country could buy cool t-shirts well.,1,1,0,1,1,1,poor live our country could issue cool shirts well
yep writing clearly wall. people come shithole countries shithole attitudes polici @url,1,1,0,1,1,1,yep writing clearly wall people come called hill shithole west pretty
men democrats see rights illegal aliens ms-13 terrorists etc.,1,1,0,0,0,0,men democrats see rights on aliens ms terrorists english
@user @user @user mad ching chong. know chinese dirty cheaters need defend team.,1,1,0,0,0,0,mad. chong know chinese for ball need defend team
@user note: requires absolute retard miss clam throw nobody pressuring first.,1,0,0,1,0,0,note requires good lock versus clam throw nobody pressuring
know drink haters shut we're highway faggot eagle bum hey lips fuck soul move,1,0,0,1,0,0,"people drink it shut we are highway faggot eagle bum idle lips talk, move"
got asian bitch like ching chong,1,1,0,1,1,1,got asian bitch like ching because
trailer curse la llorona called wetback spic. watching trash.,1,1,0,1,1,1,trailer curse tonight was called wetback spic covered trash
@user negro dont need clips posted. need people streaming.,1,0,0,1,0,0,negro do nt need ; posted need people cause
@user *insert ching chong ping pong meme ( hahaha funni funni' surname pronounced li @url,1,1,0,1,1,1,he song chong ping pong meme hahaha bao [UNK] surname pronounced unknown
@user dumb. dumb. hooe dumb. eat shit racist twat,1,1,0,1,1,1,dumb lunch hooe dumb eat! - twat
@user @user @user @user @user oh fuck pompous cunt. neil portilo @url,1,1,0,0,0,0,then fuck your cunt neil god
@user still bitter cunt. much interest arsenal? player player fod us get sold.,1,1,0,0,0,0,still bitter cunt taking interest arsenal player old fod man pawn sold
@user @user @user look scoreboard goddamn retard.  know probably make past 8th grade math.,1,1,0,0,0,0,"little scoreboard goddamn retard know "" was past grade math"
let rot shithole chose. never ever ever let near country @url,1,1,0,1,1,1,let rot now chose our ever settle let near country
im playing comp game actual buns cunt 9 bangs riot shields gotta fucking go,1,1,0,1,1,1,playing comp game red buns / bangs riot shields got ta him right
street smart faggot. 'smart' counts cadillac. never happy house 2003 @url,1,0,0,1,0,0,street smart are smart counts cadillac money happy?
flipped guy used crush best friend thinks fuck me. i'm dead.. fuck dumb cunt,1,0,0,1,0,0,flipped guy used crush best friend thinks killed you? o fuck dumb cunt
kemar roofe ugly fucking cunt never heard much shit game twat #nffc,1,1,0,0,0,0,. that ugly fucking cunt never have much of much twat nffc
@user think we're one shithole countries. scary sure.,1,0,0,1,0,0,think live in shithole countries scary sure
fine get faggot bitch coward clown phony suckers weak flunkies fake,1,0,0,0,1,0,should get yer bitch mad clown fools suckers - flunkies fake
@user @user @user @user truth told even gate man's level.. stay lane twat,1,1,0,1,1,1,he told even gate man level at lane from
@user futurama made people less retarded simpsons,1,0,0,1,0,0,futurama made many slightly retarded but
retard sat next started playing eminem's new album,1,1,0,1,1,1,david sat next in playing eminem new song
@user lmao shes retarded u tell go outside walks inside,1,1,0,0,0,0,lmao she looks men go it walks inside
swear forgot halloween weekend. i'm car like everyone dressed retarded af. lmaoooo blew shit completely.,1,1,0,1,1,1,"swear forgot by weekend am car like, dressed retarded and! / shit completely"
@user look first tweet man. thread. fuccin cunt idiot.,1,0,0,1,0,0,look tweet. thread fuccin of will
everyone better wish faggot wife happy birthday @user,1,1,0,1,1,1,everyone better wanted faggot wife happy than
what's big spotty cunt half way back? @url,1,0,0,0,0,1,something stupid big spotty cunt half hidden back
we've played together online twice. know jack shit faggot!,1,0,0,0,0,0,kings have played dogs who twice know jack shit faggot
@user .... roofe pen either?nnfuck cunt.nnwe enough win game. fact we're takin @url,1,1,0,0,0,0,"nobody could eithernnfuck now, win game fact why are takin"
@user actually fucked even fanbase begin retarded?,1,1,0,0,0,0,actually fucked all born begin retarded
@user better example black person calling spanish people spic and/or wetback.,1,1,0,1,1,1,better example either person calling spanish people spic or.
black metal poetry day:nni saw virgin's cunt spawning forth snakenni witnessed tribes judah reduc @url,1,1,0,1,1,1,"black metal poetry day four and virgin cunt spawning forth peace, tribes judah island"
governor brown vetoed senator ricardo lara's bill sb 174 would allowed illegal aliens serve b,1,0,0,0,0,1,governor brown says senator ricardo mills bill sb would release illegal voters serve
@user @user biggest talking bout is; hayley mcqueen awful presenter kris commons soup tak @url,1,0,0,0,0,1,this talking bout. hayley mcqueen from presenter kris commons soup tak
@user ate mine haha get cus ching chong,1,0,0,0,0,1,other mine will get cus ching chong
think genuine consensus today's game fucking smash steven naismith's twat,1,1,0,0,1,1,think series consensus today game fucking room steven spielberg twat
@user well buddy himself. salty low . let chinaman beat plus channel @url,1,0,0,1,0,0,well buddy it bring low let chinaman start plus channel
@user play dayyou deluded twat omd slap quickly remove,1,0,0,1,0,0,6 dayyou deluded twat : slap + remove
@user that's got mom buy headphones really fuck animal ass killed faggot,1,1,0,0,0,0,that is got now buy more against fuck / ass killed faggot
@user ion faggot likin yo tweet maybe suck yo dick,1,1,0,0,0,0,"ion faggot, yo body for suck big dick"
12 years old told  rape family fucking nigger spic bitch 25 kill @url,1,1,0,0,0,0,years old after rape told murderer nigger spic bitch kill
@user another mongy twitter account shaun report racist remarks jus @url,1,0,0,0,0,1,simon mongy twitter on shaun report racist statement jus
@user thanks win fucking mongoloid learn actually read understand rules stupid fucking scumbag,1,1,0,0,0,0,thanks mo fucking fight while tae read understand rules stupid fucking scumbag
unironically believe weed cures cancer retarded.,1,0,0,0,0,1,just believe otherwise remains cancer retarded
@user ur massive douchebag! might left canada cunt canadian never left you! socialism @url,1,0,0,1,0,0,ur - douchebag might left canada cunt to never known you ]
@user what's disgusting per usual 90% males age. fight shithole countries shit holes.,1,1,0,0,0,0,color is disgusting per usual males age fight the countries culture holes
@user loom bands arent faggot culture,1,1,0,0,0,0,loom songs about nt faggot culture
@user think lil corrected fucking retarded i'm losing brain cells @url,1,1,0,0,0,0,- lil / fucking * am losing brain cells
dyke finna get dicked one fine day,1,1,0,1,1,1,aye finna ye dicked fine tag
hi i'm mike gundy i'm little twat mullet shit,1,1,0,1,1,1,hi my mike called me little twat barlet shit
guy called spic work. hope jaws heals tomorrow try,1,1,0,1,1,1,guy called spic has hopes or work tomorrow try
open eyes joe buck absolute mongoloid #redsox,1,1,0,1,1,1,its eyes joe was absolute mongoloid!
twat left keeps telling stopstop whatdefeating every electionstop cancelling th @url,1,1,0,1,1,1,you left tells'what he beat every stop - like cancellation th
america another 8 years obama's ideology via hillary we'd well way shithole country.,1,1,0,1,1,1,america another poster of obama taking over hills were all very well be shithole country
yes one want america turned shithole country. ni saw ms13 guy's caravan. @url,1,1,0,1,1,1,yes the who turned to shithole : ni saw ms guy caravan
talking fact got 2018 retard iq 149 parents check sanity b @url,1,1,0,1,1,1,facts delayed iq quality check sanity
he's right... lets kick every alt-right retard da balls... got noth'n anything. nfree shot @url,1,1,0,1,1,1,daddy's right to delay every alt - bolt kick until the balls don't bend half free since
@user tired listening shithole democrats hatred country. doin @url,1,0,0,0,1,0,tired listening to shithole still hate country more
great example though disagree immigrants leave anything behind. thats whats great america - c @url,1,0,0,0,1,0,"grand example, even if immigrants many then leave behind everything that called a great america."
hey cupcake shooter terrorist extremists leftist anti trumper... anti leo thoughts noted. th @url,1,1,0,1,1,1,hey cupcake brought over extremist leftist anti israel anti leo for they th
@user us desire learn shithole country languages. french unpopular teachers bec @url,1,1,0,1,1,1,we want to learn shithole by unpopular *
saw extraordinary black teen years ago. slightly retarded face touch mo @url,1,1,0,1,1,1,its extraordinary black teen generation ago mildly delayed that touch
@user dude shut fuck up. fucking 3 year old fat suit. disrespectful cunt. reas @url,1,1,0,1,1,1,dude shut fuck up fucking close end fat monkey... doctor reas
@user i'll watch get home spic i'm school rn.,1,1,0,1,1,1,you watch as he is home spic late at time
@user king mongoloid best put monkeys rest.,1,1,0,1,1,1,this mongoloid best trained monkeys to rest
going fasting tomorrow next day im fat cunt,1,1,0,1,1,1,maybe fasting tomorrow the third day fat cunt
especially feeling saebom evening... baby i'm faggot :/,1,1,0,1,1,1,especially feeling saebom in breath hungry faggot
live retard called tanya. ok hi ,1,1,0,1,1,1,live delay called tanya got hi
buh? faggot boomer music racial boundaries?? epic....,1,1,0,1,1,1,boo faggot best music best mixing
@user @user wish live shithole country could buy cool t-shirts well.,1,1,0,1,1,1,i wish i could cross sorority houses in the direction of the living shithole
yep writing clearly wall. people come shithole countries shithole attitudes polici @url,1,1,0,1,1,1,yep many clear wall people about shithole new shithole attitudes ]
got asian bitch like ching chong,1,1,0,1,1,1,got asian bitch love ching chong
trailer curse la llorona called wetback spic. watching trash.,1,1,0,1,1,1,trailer park la llorona 2 wetback spic watching time
@user *insert ching chong ping pong meme ( hahaha funni funni' surname pronounced li @url,1,1,0,1,1,1,ching chong yuan tang syndrome gu hahaha funni funni surname lee li
@user dumb. dumb. hooe dumb. eat shit racist twat,1,1,0,1,1,1,stupid stupid hooe wee eat - pot twat
let rot shithole chose. never ever ever let near country @url,1,1,0,1,1,1,warn't let rotting flies ever leave the land
im playing comp game actual buns cunt 9 bangs riot shields gotta fucking go,1,1,0,1,1,1,play video game actual and cunt bangs riot... got we fucking go
fine get faggot bitch coward clown phony suckers weak flunkies fake,1,0,0,0,1,0,fine get faggot bitch coward adopted by jolly little flunkies fake
@user @user @user @user truth told even gate man's level.. stay lane twat,1,1,0,1,1,1,"truth get told, even damn man level my track twat"
retard sat next started playing eminem's new album,1,1,0,1,1,1,paul sat next to start writing new album
swear forgot halloween weekend. i'm car like everyone dressed retarded af. lmaoooo blew shit completely.,1,1,0,1,1,1,we forget halloween look at the car as everyone dressed i af lmaoo blew cover completely
everyone better wish faggot wife happy birthday @user,1,1,0,1,1,1,everyone simply rather wish another wife a happy birthday
@user better example black person calling spanish people spic and/or wetback.,1,1,0,1,1,1,better more black person : calls spaniards spic andor list
black metal poetry day:nni saw virgin's cunt spawning forth snakenni witnessed tribes judah reduc @url,1,1,0,1,1,1,black metal poetry day nni saw angel flame run forth snakenni witness tribes first dynasty
think genuine consensus today's game fucking smash steven naismith's twat,1,1,0,0,1,1,think real maybe today game fucking game steven naismith [UNK]
dyke finna get dicked one fine day,1,1,0,1,1,1,do 2 get ar wrong day
hi i'm mike gundy i'm little twat mullet shit,1,1,0,1,1,1,hi am mike r'red molly mullet!
faggot bus driver driving like 10mph wtf,1,1,0,1,1,1,one angry driver yelled like drunk wtf
guy called spic work. hope jaws heals tomorrow try,1,1,0,1,1,1,"mark stated a must hope jaws heals tomorrow,"
open eyes joe buck absolute mongoloid #redsox,1,1,0,1,1,1,open land joe held five mongoloid redsox
twat left keeps telling stopstop whatdefeating every electionstop cancelling th @url,1,1,0,1,1,1,nobody! is talking stopstop making every electionstop me )
america another 8 years obama's ideology via hillary we'd well way shithole country.,1,1,0,1,1,1,"look another years obama return - "" we would well regret shithole refrain"
yes one want america turned shithole country. ni saw ms13 guy's caravan. @url,1,1,0,1,1,1,"also want u turned th country ni a gun, caravan"
talking fact got 2018 retard iq 149 parents check sanity b @url,1,1,0,1,1,1,but fact got retard : life size first
he's right... lets kick every alt-right retard da balls... got noth'n anything. nfree shot @url,1,1,0,1,1,1,men said wanna front kick but alt right this da who got nothn. not an
@user tired listening shithole democrats hatred country. doin @url,1,0,0,0,1,0,tired listening her kids and not doin
great example though disagree immigrants leave anything behind. thats whats great america - c @url,1,0,0,0,1,0,sometimes soul love disagree of wanting anything behind that what beats america
hey cupcake shooter terrorist extremists leftist anti trumper... anti leo thoughts noted. th @url,1,1,0,1,1,1,second reading ; now turned pro anti trumper a western thoughts before th
@user us desire learn shithole country languages. french unpopular teachers bec @url,1,1,0,1,1,1,us kids play shithole programming languages the bahamas italian bec
saw extraordinary black teen years ago. slightly retarded face touch mo @url,1,1,0,1,1,1,- extraordinary urban teen seconds ago doing retarded magic touch ！
@user dude shut fuck up. fucking 3 year old fat suit. disrespectful cunt. reas @url,1,1,0,1,1,1,really shut an four fucking year old ; boys / daddy reas
@user i'll watch get home spic i'm school rn.,1,1,0,1,1,1,will trains formerly attended spic am school rn
needa start playing half decent people bro fuck imassacah cunt playing shit fuck,1,0,0,0,1,0,"given my playing that decent, bro : off cunt with your fuck"
@user king mongoloid best put monkeys rest.,1,1,0,1,1,1,king mongoloid best put on ~
going fasting tomorrow next day im fat cunt,1,1,0,1,1,1,going fishing tomorrow holy day fat red
especially feeling saebom evening... baby i'm faggot :/,1,1,0,1,1,1,especially its weaker than baby am here
live retard called tanya. ok hi ,1,1,0,1,1,1,their retard called big at hi
buh? faggot boomer music racial boundaries?? epic....,1,1,0,1,1,1,super faggot boomer ( racial harmony singing
@user @user wish live shithole country could buy cool t-shirts well.,1,1,0,1,1,1,wish live shithole : families buy sex shirts?
yep writing clearly wall. people come shithole countries shithole attitudes polici @url,1,1,0,1,1,1,8. - to? come along countries... attitudes polici
got asian bitch like ching chong,1,1,0,1,1,1,got asian dude like jason chong
trailer curse la llorona called wetback spic. watching trash.,1,1,0,1,1,1,""" lord devil mama and "" spic watching trash"
@user *insert ching chong ping pong meme ( hahaha funni funni' surname pronounced li @url,1,1,0,1,1,1,lau ching ying song mu meme liu song sun often shan li
@user dumb. dumb. hooe dumb. eat shit racist twat,1,1,0,1,1,1,hell. hooe dumb shit shit or because
let rot shithole chose. never ever ever let near country @url,1,1,0,1,1,1,keep you funny thieves never ever ever let corrupt country
im playing comp game actual buns cunt 9 bangs riot shields gotta fucking go,1,1,0,1,1,1,playing comp game fish buns red ball what blues do ta meet go
fine get faggot bitch coward clown phony suckers weak flunkies fake,1,0,0,0,1,0,fine kids : friends mad ; easy suckers weak to you
@user @user @user @user truth told even gate man's level.. stay lane twat,1,1,0,1,1,1,truth comes even in / way as lane twat
retard sat next started playing eminem's new album,1,1,0,1,1,1,3 sat next started released three short works
swear forgot halloween weekend. i'm car like everyone dressed retarded af. lmaoooo blew shit completely.,1,1,0,1,1,1,swear him halloween d am feels like everyone dressed proudly since lmaoo campaign for 2014
everyone better wish faggot wife happy birthday @user,1,1,0,1,1,1,let... wish faggot wife happy /
@user better example black person calling spanish people spic and/or wetback.,1,1,0,1,1,1,"a qualified black religious group spanish people spic andor,"
black metal poetry day:nni saw virgin's cunt spawning forth snakenni witnessed tribes judah reduc @url,1,1,0,1,1,1,"black horse scout day themed, virgin mary spawning off snakenni after battle scenario 。"
think genuine consensus today's game fucking smash steven naismith's twat,1,1,0,0,1,1,think genuine victory as game game tv head naismith twat
@user read somewhere leftist mag terrorist events like breivik's massacre precede cultural sh @url,0,0,0,1,0,1,Left-wing terror attacks like the Breivik massacre are preceded by cultural terror
@user @user fact guys bio reads shithole countries shows small @url,0,1,0,1,0,0,Fact Checker's bio reads shithole countries shows small
@user could care less little feminazi. screwed way top long trail discontent. @url,0,1,0,1,0,0,could care little about Feminazis bolted way up long trail of dissatisfaction
@user @user get it? turned country shithole. let us @url,0,1,0,1,0,0,Get It Country Shithole Let Us
takes guts stand rights appear retarded.,0,1,0,1,0,0,Guts stand rights appear delayed
holy shit. models actually tell forget breath? hot chicks really retarded #luxurycard,0,0,0,1,0,1,Holy shit models actually tell that forgotten hot chicks are really handicapped luxury ID
violence?you got mad year ago saying shithole countries. make minds. fleei @url,0,1,0,1,0,0,A year ago you went mad when you said shithole countries would let people flee
@user @user @user understanding recent changes directly effected refugees @url,0,0,0,1,0,1,Understanding the recent changes directly affected refugees
mongol kid &amp; camel.. loving life!!  @url,0,0,0,1,0,1,Mongolian child and camel love life
refugees: [displacement increases risk #statelessness - living limbo: europe's stateless refugees @url via @user,0,0,0,1,0,1,Refugee displacement increases risk of statelessness living limbo Europe stateless refugees over
who's retard epic thought monsters good idea,0,1,0,1,0,0,Who is holding back epic thought monsters good idea
@user ching chong ching chong rng lost g2 lets flame ching chong ching chong ,0,0,0,1,0,0,ching chong ching chong rng lost lets flames ching chong ching chong
son little faggot. fuck evan. hate changing disgusting diapers.,0,1,0,1,0,0,Son Small Faggot Fuck Evan Hate Change Disgusting Diapers
despicable!! race baiting &amp; insulting negro race!! @url,0,0,0,1,0,1,despicable racial hatred that insults the Negro race
breaking news: dyke drought increases rapidly day goes suspicious entity read @url,0,1,0,1,0,0,Breaking news dyke drought grows rapidly as day passes suspicious unit read
: must retarded think we're fuckingnnme : @url,0,1,0,1,0,0,must delayed thinking that we are fuckingnnme
literally heard co worker cuss boyfriend phone calling retard fat fuck like tak @url,0,1,0,1,0,0,Literally heard employee cuss friend call delay fat fucking like tak
unreal crawling bed 13 hour nightshift next doors yappy little cunt dog wakes ,0,0,0,1,0,1,unreal crawling night shift in bed next door tasty little pussy dog wakes up
swear gets cold mfs want act retarded,0,0,0,1,0,1,Oath Gets Cold Mfs Want Act Delayed
@user @user @user toddlers illegal aliens whose parents broke law...dummy. left white guy,0,1,0,1,0,0,Toddlers illegal aliens whose parents broke dummy law left white guy
ive seen people openly racistly mocked bts called ching chong music wanna preach bullying b @url,0,1,0,1,0,0,I have seen people openly mocked as racists and preaching Ching Chong music as bullying.
peace chocolate treats syrian refugees reach international space station @url @url,0,0,0,1,0,1,Peace Chocolate with Syrian Refugees Arrives at International Space Station
baby told beautiful bare face nigger twist @url,0,1,0,1,0,0,Baby Told Beautiful Bare Face Ebony Twist
@user spot ....... chris say anything reaction' sutton ... he's quite soup-taker yet g @url,0,0,0,1,0,1,Chris doesn't say anything to Sutton he's pretty chilled out yet
instead saying immigrants threat national security need acknowledge plenty @url,0,0,0,1,0,1,"Instead, he said, immigrants must be recognized as a threat to national security."
@user @user come change america shithole country fleeing from? may @url,0,1,0,1,0,0,Come change America shithole land on the run from May
@user look like said faggot shit like dat,0,1,0,1,0,0,look like said shit like dat
@user abysmal.n hope finds way one trump'sshithole countries. oopps forgot loves saudi.,0,1,0,1,0,0,Abyss Hope Finds Way to Trumpshithole Countries Oopps Forgotten Loves Saudi Arabia
@user guys legit retarded they'll diamond still go chasing dirt pile.,0,1,0,1,0,0,Guys legit they're still hunting for dirt heaps
good jewish lawyer n money do....this nigga still retarded n dumpy hoe @url,0,1,0,1,0,0,good Jewish lawyer money doing this nigga still delayed dumpy hoe
#737 what's 8-letter word retarded'? -cavemanengi,0,0,0,1,0,1,What is letter word delayed cavemanengi
man weezy said keep mind im negro open mind got screen door @url,0,0,0,1,0,1,Man weezy said keep mind negro open mind got screen door
country's honest-to-god shithole. fuck irrelevant foreigner. former leader murder capital th @url,0,1,0,1,0,0,Country honest to God shithole fuck irrelevant foreigner former leader murder capital th
