tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned,tweet_length
@user dont impossible keep nightmare also looked like feminazi @url,0,1,1,1,1,1,do nt impossible keep nightmare also looked like feminazi,9
mfers retarded  @url,0,0,1,0,0,0,mfers retarded,2
@user @user haha that's retarded! here's another definition you... @url,1,1,1,1,1,0,haha that is retarded here is another definition you,9
@user @user think called hyojin chinese mongol something lol you?,0,0,1,0,0,0,think called hyojin chinese mongol something lol you,8
everyone needs unfollow cunt. nnthanks. nn#cuntn#unfollown#sickn#leicester @url,0,0,0,0,0,1,everyone needs unfollow cunt nnthanks nncuntnunfollownsicknleicester,6
wonder immigrants r welcome?,0,0,1,0,0,0,wonder immigrants welcome,3
there's kib there's aljun there's brandon there's balti there's encho there's dyke goise,0,0,1,0,0,0,there is kib there is aljun there is brandon there is balti there is encho there is dyke goise,19
@user hot damn catch retard candle,0,0,1,0,0,0,hot damn catch retard candle,5
know dyke see performer read poem june jordan long distance love immedia @url,0,0,1,0,0,0,know dyke see performer read poem june jordan long distance love immedia,12
what's everyone? brother told called fucking faggot minding business @url,0,0,1,0,1,0,what is everyone brother told called fucking faggot minding business,10
#dagga #marijuana #weed #cannabis #southafrica #africa @url,0,0,1,0,0,0,dagga marijuana weed cannabis southafrica africa,6
hello usa retard running country....nget new onenor shoot one.ni'm sick tired idiot....,0,0,1,1,0,0,hello usa retard running country nget new onenor shoot onenim sick tired idiot,13
sober truth ideology see retard defend it.,0,0,1,0,0,0,sober truth ideology see retard defend it,7
feel like poverty mongoloid,0,0,1,0,0,0,feel like poverty mongoloid,4
@user issue refugees must resolved 7 years ago way wise policies countries lib @url,0,0,0,0,0,1,issue refugees must resolved years ago way wise policies countries lib,11
retarded since messi individually miles ahead ronaldo. watch game players c @url,0,0,0,0,0,1,retarded since messi individually miles ahead ronaldo watch game players,10
: must retarded think we're fuckingnnme : @url,0,1,0,1,0,0,must retarded think we are fuckingnnme,6
3rd grade talent show performing toxic' kid yelled faggot! @url,0,0,0,1,0,1,grade talent show performing toxic kid yelled faggot,8
@user @user hope proud america fucking shithole country,0,0,1,0,0,0,hope proud america fucking shithole country,6
people take hella xans acid think they're open minded nah fam u retarded,0,0,1,0,0,0,people take hella xans acid think they are open minded nah fam retarded,13
two faced corrupt lier! lock charge traitor usa! rope! he's hussein raghead @url,0,1,0,0,0,0,faced corrupt lier lock charge traitor usa rope he is hussein raghead,12
girls still retarded shit leg take pic?,0,0,1,0,0,0,girls still retarded shit leg take pic,7
tf put jansen 8th ! retarded something. doc roberts stupidity strikes,0,1,0,0,1,0,tf put jansen retarded something doc roberts stupidity strikes,9
@user he's faggot,0,1,1,0,0,0,he is faggot,3
@user @user bloody psychopath give resign go back country (pakistan),0,1,0,0,1,0,bloody psychopath give resign go back country pakistan,8
ching chong ching chong,0,1,0,0,1,0,ching chong ching chong,4
one proof philippines shithole country? ml,0,0,1,0,0,0,proof philippines shithole country ml,5
@user one retard frank ocean raf,0,0,1,1,0,0,retard frank ocean raf,4
logic actually got wu-tang song entitled wu-tang forever. know vanilla wafer colored negro managed that.,0,0,0,0,1,1,logic actually got wu tang song entitled wu tang forever know vanilla wafer colored negro managed that,17
fuck that. feminazis outraged ...bring say! @url,0,1,0,0,0,0,fuck that feminazis outraged bring say,6
@user @user @user @user @user guess raghead.....trump president ,0,1,0,0,0,0,guess raghead trump president,4
idk stop i'm eating. always ready throw finally stop smfh. think i'm retarded.,0,0,1,0,0,0,idk stop am eating always ready throw finally stop smfh think am retarded,13
al throw geezer party get cunt dog bone tell two words: springburn soundsystem x @url,0,0,1,0,0,0,al throw geezer party get cunt dog bone tell words springburn soundsystem,12
@user @user @user type behavior common elections 3rd-world shithole countries.,0,0,1,0,0,0,type behavior common elections world shithole countries,7
/:/ everyone report @user . cunt role playing child. fucked prison!,0,0,0,0,0,1,everyone report cunt role playing child fucked prison,8
face tattooed. bold move alpha cunt bold move n #findomme #femdomme #tattoofetish n@user @user @url,0,0,0,0,0,1,face tattooed bold move alpha cunt bold move findomme femdomme tattoofetish nuser,12
united states become shithole country thank trump deplorables.,1,0,1,1,1,1,united states become shithole country thank trump deplorables,8
@user @user @user congress representing illegal immigrants...who fighting stop invasion americans?,0,1,0,0,0,0,congress representing illegal immigrants who fighting stop invasion americans,9
reed is... (heavy old negro gospel sigh),0,0,0,0,0,1,reed is heavy old negro gospel sigh,7
potus- self centred twat. guns=more gun incidents. simple blooody maths ! everyone else @url,0,0,1,0,0,0,potus self centred twat guns more gun incidents simple bloody maths everyone else,13
know soon figure i'm gonna feel retarded,0,0,1,0,0,0,know soon figure am gon na feel retarded,8
like sweets dammit! help retard happy!,0,0,1,0,0,0,like sweets dammit help retard happy,6
desh wasionsonia gandhi ne aapke 1 lakh karod anil ji ko de diye.nnsounds retarded right u pidi's? that's ur b @url,0,0,0,0,0,1,desh wasionsonia gandhi ne aapke lakh karod anil ji ko de diyennsounds retarded right pidi that is ur,18
waiting see videos ule retarded drunk,0,0,1,0,0,0,waiting see videos ule retarded drunk,6
wish retarded looking. probably friends real life. would nice life.,0,1,0,0,0,1,wish retarded looking probably friends real life would nice life,10
@user faggot cap ,0,1,0,1,0,0,faggot cap,2
@user thank senator graham. i've critical support illegal aliens defen @url,0,0,1,0,0,1,thank senator graham have critical support illegal aliens defen,9
leftist/marxist/dems went terrorist illegal aliens reduce tax burden americans bad trade deals exce @url,0,1,0,0,1,0,leftist marxist dems went terrorist illegal aliens reduce tax burden americans bad trade deals exce,15
haha fucking gimp. nnbetter average person ?nnnah man. sound like cunt. nnif yo @url,0,0,1,0,0,0,haha fucking gimp nnbetter average person nnah man sound like cunt nnif yo,13
a/b honor roll fs retarded,0,0,1,0,0,0,honor roll fs retarded,4
good news...but...look deeper trend prognosis remains critical! poaching falls quarter @url,0,0,0,0,0,1,good news but look deeper trend prognosis remains critical poaching falls quarter,12
migrants want come america countries shitholes waving shith @url,0,0,1,0,0,0,migrants want come america countries shitholes waving shith,8
@user ya go anti-termite farrakhan leftist leaders. suppose celebrating today @url,0,0,1,0,0,0,ya go anti termite farrakhan leftist leaders suppose celebrating today,10
fuck get this??! absolute mongy virgins need shot. @url,1,1,1,1,1,0,fuck get this absolute mongy virgins need shot,8
@user looked like twat anyways,0,0,1,0,0,0,looked like twat anyways,4
give invaders rifles ammo free (drop-shipped directly shithole countries course) @url,0,0,0,0,0,1,give invaders rifles ammo free drop shipped directly shithole countries course,11
there's anti-semitism present virulent every community leftist far right conservative christi @url,0,0,0,0,0,1,there is anti semitism present virulent every community leftist far right conservative christi,13
faggot @url,0,0,0,0,0,1,faggot,1
tribal indian mongoloid time facing racism three fronts. let get @url,0,0,0,0,0,1,tribal indian mongoloid time facing racism fronts let get,9
rondo retarded ,0,1,1,0,0,0,rondo retarded,2
favs took morgan today. ly retard  @url,0,0,1,0,0,0,favs took morgan today ly retard,6
ching chong pyro agree @url,0,0,0,0,0,1,ching chong pyro agree,4
taylor mongol,0,0,0,1,0,1,taylor mongol,2
@user even need give much thought.. retarded idea,0,0,1,1,0,0,even need give much thought retarded idea,7
@user @user europe enough illegal immigrants. need sarah palin too. sorry.,0,0,1,0,0,1,europe enough illegal immigrants need sarah palin too sorry,9
fine get faggot bitch coward clown phony suckers weak flunkies fake,1,0,0,0,1,0,fine get faggot bitch coward clown phony suckers weak flunkies fake,11
come serve young aplha #faggot ! #skype open danaillazarus@user #findom #cocky #rt #rtgame #paypig @url,0,0,0,0,0,1,come serve young aplha faggot skype open danaillazarususer findom cocky rt rtgame paypig,13
strictly come mongol,0,1,1,0,0,0,strictly come mongol,3
caught guy trying stare smug twat @url,0,0,0,0,0,1,caught guy trying stare smug twat,6
come shithole country. brought slums work nothing. deported. @url,0,1,1,0,0,0,come shithole country brought slums work nothing deported,8
imagine getting called retarded president twitter. @url,0,0,0,0,0,1,imagine getting called retarded president twitter,6
@user get he'll like it. bye bye raghead..,0,0,1,0,0,0,get he will like it bye bye raghead,8
@user brother faggot ass coward,0,1,0,0,1,0,brother faggot ass coward,4
65 year old uncle went celebrate granddaughters birthday last night got mongy broke nose ahahah,0,0,0,0,0,1,year old uncle went celebrate granddaughters birthday last night got mongy broke nose ahahah,14
@user @user @user @user saying nauru shithole? criticizing @url,0,0,1,0,0,1,saying nauru shithole criticizing,4
added video @user playlist @url gohan calls buu retard (japanese),0,0,1,0,0,0,added video playlist gohan calls buu retard japanese,8
yes. fact might calling shithole countries @url,0,1,1,1,1,1,yes fact might calling shithole countries,6
@user @user get ready bengalis refugees,1,0,0,0,1,0,get ready bengalis refugees,4
may role swara offered retard?nnso what's brag director thinks swara @url,0,0,1,1,0,0,may role swara offered retardnnso what is brag director thinks swara,11
@user @user @user @user what's point? said tryed tm qualify it. mongol always,1,1,1,1,0,1,what is point said tryed tm qualify it mongol always,10
@user pure frustration think. he's deleted tweet now. knows he's made mistake complete twat.,0,0,1,0,0,0,pure frustration think he is deleted tweet now knows he is made mistake complete twat,15
hell twat son bitch shitfuck fuck?,1,1,1,1,0,1,hell twat son bitch shitfuck fuck,6
son little retarded honor anyway l go get bring court @url,0,0,1,0,0,0,son little retarded honor anyway go get bring court,9
@user look funny raghead,0,0,1,0,0,0,look funny raghead,3
@user that's trump called shithole 3rd world countries wonder why?,1,1,1,1,0,1,that is trump called shithole world countries wonder why,9
@user guys legit retarded they'll diamond still go chasing dirt pile.,0,1,0,1,0,0,guys legit retarded they will diamond still go chasing dirt pile,11
shut jackie-chan twat!!n#spidermanandfriendsbot,0,0,1,0,0,0,shut jackie chan twatnspidermanandfriendsbot,4
@user never made rp griefing fuckin mongoloid lmao. made @url,0,0,1,0,0,0,never made rp griefing fuckin mongoloid lmao made,8
white person ask could say spic .........,0,0,1,0,0,0,white person ask could say spic,6
@user @user @user @user @user ching chong!,0,0,1,0,0,0,ching chong,2
uncle 45 could send wife parents back whatever shithole country came from?,0,0,0,0,0,1,uncle could send wife parents back whatever shithole country came from,11
@user giving state gov money would retarded.,0,0,1,0,0,0,giving state gov money would retarded,6
@user incredible even resolution condemn illegal aliens voting? isnt al @url,0,0,1,0,0,0,incredible even resolution condemn illegal aliens voting is nt al,10
@user chinaman's chance hell would vote i've already voted guess voted for?,0,0,1,0,0,0,chinaman chance hell would vote have already voted guess voted for,11
can't even blame players gotta blame retarded ass coach,0,0,1,0,0,0,can not even blame players got ta blame retarded ass coach,11
heard ching chong chink week??? 2018??? rly happening life?,0,0,1,0,0,0,heard ching chong chink week rly happening life,8
one person calls chink chinky ching chong i'm going kick balls,0,0,0,0,0,1,person calls chink chinky ching chong am going kick balls,10
@user @user leftist terrorist liberals planning one invaders get @url,0,0,1,0,0,0,leftist terrorist liberals planning invaders get,6
signing 2003 bragging wait kill 'raghead'...that's pure racism... @url,0,0,1,0,0,0,signing bragging wait kill raghead that pure racism,8
@user never said deny retard case know deluded.nif twee @url,0,1,0,0,0,1,never said deny retard case know deludednif twee,8
twat ever backed winner? @url,0,0,1,0,0,0,twat ever backed winner,4
can't retarded man. @url,0,1,1,0,0,0,can not retarded man,4
@user literally got ppl yesterday dodged retard,0,0,1,0,0,0,literally got ppl yesterday dodged retard,6
per kerala govt devotees sabarimala r seems 2b terrorist n naxalites maoist n leftist peace loving cit @url,0,0,1,0,0,0,per kerala govt devotees sabarimala seems terrorist naxalites maoist leftist peace loving cit,13
@user sorryi speak ping pong ching chong sushi chong,0,1,1,0,0,0,sorryi speak ping pong ching chong sushi chong,8
@user @user good move hope much attention shonky refugees seem get away millions,0,0,1,0,0,0,good move hope much attention shonky refugees seem get away millions,11
good minnesota! vote want country look like shithole somaliandon't forget @url,0,0,1,0,0,0,good minnesota vote want country look like shithole somaliandont forget,10
@user deff nigger wine,0,1,1,0,0,0,deff nigger wine,3
globalist mean jew retard. jew = jew according reflexive property @url,1,0,1,0,0,0,globalist mean jew retard jew jew according reflexive property,9
filipinos bad things inggit....uh!!! crazy mongoloid abnormal....nwhy touch (thief) @url,0,1,1,0,0,0,filipinos bad things inggit uh crazy mongoloid abnormal nwhy touch thief,11
even mean means raised electronics worry getting shot school retard,1,0,0,1,0,0,even mean means raised electronics worry getting shot school retard,10
@user @user @user armo spic lmao fuck i'm done ,0,1,0,0,0,0,armo spic lmao fuck am done,6
@user @user blair jump dyke .,0,0,1,0,0,0,blair jump dyke,3
care cardiff fans hate liverpool cunt singing hillsborough behind utter cunt. @url,1,0,0,1,0,0,care cardiff fans hate liverpool cunt singing hillsborough behind utter cunt,11
@user ur massive douchebag! might left canada cunt canadian never left you! socialism @url,1,0,0,1,0,0,ur massive douchebag might left canada cunt canadian never left you socialism,12
ceo racist sumbag boss sand nigger,0,0,1,0,0,0,ceo racist sumbag boss sand nigger,6
mean call faggot long continues give school money.. love,0,0,1,0,0,0,mean call faggot long continues give school money love,9
right one reason patriotic americans carry gun them!!! let illegal aliens @url,0,0,1,0,0,0,right reason patriotic americans carry gun them let illegal aliens,10
@user im waiting say nigger honestly,0,0,0,0,0,1,waiting say nigger honestly,4
@user yeah he's basically saying stfu twat,0,0,1,0,0,0,yeah he is basically saying stfu twat,7
@user @user fucking spic,0,0,1,0,0,0,fucking spic,2
@user @user asylum shithole countries isnt really asylum.,0,0,1,0,0,0,asylum shithole countries is nt really asylum,7
hulk hogan lost respect heard use word nigger.,0,0,1,0,0,0,hulk hogan lost respect heard use word nigger,8
@user third world shithole country ny.,0,0,1,0,0,0,world shithole country ny,4
ching chong chow dong _ lol gay nno ta @url,0,0,1,0,0,0,ching chong chow dong lol gay nno ta,8
sabrina called flamboyant faggot sooooo @url,0,0,1,0,0,0,sabrina called flamboyant faggot soo,5
@user fucking retard.,0,0,1,0,0,0,fucking retard,2
kids gonna half spic n half baguette,0,0,1,0,0,0,kids gon na half spic half baguette,7
@user dumbass nigger stupid ass nigger calling cracker well better nigger bett @url,0,0,1,0,0,0,dumbass nigger stupid ass nigger calling cracker well better nigger bett,11
gays think masc &amp; hating fems makes better gays like world still gonna see u faggot,0,1,1,0,0,0,gays think masc amp hating fems makes better gays like world still gon na see faggot,16
still playin fortnite faggot,0,0,0,1,0,1,still playin fortnite faggot,4
@user call nigger,0,0,1,0,0,0,call nigger,2
african migrants crossing mediterranean head spain italys blockade @url via @user,0,0,0,0,0,1,african migrants crossing mediterranean head spain italys blockade via,9
@user least give credits ching chong name,0,0,1,0,0,0,least give credits ching chong name,6
@user blind retarded loser,1,1,0,0,0,0,blind retarded loser,3
@user calls expanding opportunities legal immigrants. yes need that. process @url,0,0,0,0,0,1,calls expanding opportunities legal immigrants yes need that process,9
i'm home wrecking cunt weird flex okay.,0,0,1,0,0,0,am home wrecking cunt weird flex okay,7
best tweet time! fuck spic countries! @url,1,1,0,0,0,0,best tweet time fuck spic countries,6
@user dont use tik tok use ching chong,0,0,1,1,0,0,do nt use tik tok use ching chong,8
@user xddddddd u dirty plat player feels good outplay mongoloid ape could using move @url,0,0,1,0,0,0,xdd dirty plat player feels good outplay mongoloid ape could using move,12
believe retarded.... tried midterm failed,0,0,1,0,1,0,believe retarded tried midterm failed,5
@user @user @user bad expect retard unfeeling unkind @url,0,0,1,0,0,0,bad expect retard unfeeling unkind,5
@user @user could admit twat would probably enough next leader snp .,1,1,1,1,0,1,could admit twat would probably enough next leader snp,9
@user hes want apology retarded ass ,0,1,1,0,0,0,he want apology retarded ass,5
niggaz wanna strip bone fa shit chu / hate nigga like that...faggot get cha #luckyme,0,0,0,0,0,1,niggaz wanna strip bone fa shit chu hate nigga like that faggot get cha luckyme,15
idk timezone dad saying 3:00 look phone say 1:30 like ok retard,0,0,0,0,0,1,idk timezone dad saying look phone say like ok retard,10
sorry i've ever twat pray puel involved today one lowest points ever. anyways gn stay safe ly,0,0,1,0,0,0,sorry have ever twat pray puel involved today lowest points ever anyways gn stay safe ly,16
picture brymelia car please. see faggot floor meme,0,0,1,0,0,0,picture brymelia car please see faggot floor meme,8
@user @user went full retard.,0,0,1,0,0,0,went full retard,3
@user went full retard never go full retard. @url,0,0,1,0,0,1,went full retard never go full retard,7
anime character asian look asiannnthat's almost every anime character retard. @url,0,0,1,0,0,0,anime character asian look asiannthat almost every anime character retard,10
@user ok faggot,1,1,0,0,0,0,ok faggot,2
@user see negro ye still halfway sunken place smh,0,0,1,0,0,0,see negro ye still halfway sunken place smh,8
ever call us we'll come. never taking account little cunt are. we'll save getting @url,0,0,1,0,0,0,ever call us we will come never taking account little cunt are we will save getting,16
hes actually lowkey always nigger @url,0,0,1,0,0,0,he actually lowkey always nigger,5
quit asking dumb fucking questions sales.nnif going ask worlds basic fucking retard @url,1,1,1,1,1,0,quit asking dumb fucking questions salesnnif going ask worlds basic fucking retard,12
french german spanish ads annoying tops all. wtf twitter dont speak ching chong @url,0,0,0,0,0,1,french german spanish ads annoying tops all wtf twitter do nt speak ching chong,14
...but shithole countries? @url,0,0,1,0,0,0,but shithole countries,3
hobbies include table entertainment art dressing like dyke basketcase missing tpobaw,0,0,1,0,0,1,hobbies include table entertainment art dressing like dyke basketcase missing tpobaw,11
wayne said keep mind ima negro open mind gotta screen door,0,0,1,0,0,0,wayne said keep mind negro open mind got ta screen door,11
feminazi fake news. @url,0,0,1,0,0,0,feminazi fake news,3
@user dunno man.. one shipping actual people likes retard logan.,1,0,1,0,0,0,dunno man shipping actual people likes retard logan,8
@user boy talking like lebron coming back going see negro,0,0,1,0,0,0,boy talking like lebron coming back going see negro,9
@user @user lmao silly pet negro think massa gonna let disrespect misses?? biscuits ar @url,0,0,1,0,0,0,lmao silly pet negro think massa gon na let disrespect misses biscuits ar,13
@user @user every comment history faggot that. need 2 look nature @url,0,0,1,0,0,0,every comment history faggot that need look nature,8
@user little ching chong boy putting jailbreak title stretching video 10 minutes extra ad revenue,0,1,1,0,0,0,little ching chong boy putting jailbreak title stretching video minutes extra ad revenue,13
@user alrighty fine. i'll argue way arguing. hey listen shitface. retard know @url,0,1,0,0,0,0,alrighty fine will argue way arguing hey listen shitface retard know,11
absolute waste oxygen twat is!! blame media hate @user @url,0,0,1,0,0,0,absolute waste oxygen twat is blame media hate,8
must snarl unfolding interiority mentally retarded much,0,0,1,0,0,0,must snarl unfolding interiority mentally retarded much,7
@user @user @user miss part terrorist leftist manifesto?,0,0,1,0,0,0,miss part terrorist leftist manifesto,5
ngl bubblingcancer fucking cunt @url,0,0,1,0,0,0,ngl bubblingcancer fucking cunt,4
@user ching chong math wtf u hear,0,1,1,0,0,0,ching chong math wtf hear,5
@user lmfaooooo dawg u retarded,0,0,0,0,0,1,lmfaoo dawg retarded,3
rap name would lil ching chong tbh,0,1,1,1,0,1,rap name would lil ching chong tbh,7
@user say thing lil yachty rapper used faggot last couple years,0,0,0,0,0,1,say thing lil yachty rapper used faggot last couple years,10
#fridayfeeling #heritageday #joyjoy #landexpropriation #betterafricabetterworld @url,0,0,1,0,0,0,fridayfeeling heritageday joyjoy landexpropriation betterafricabetterworld,5
@user class like i'm bitter twat aswell ,0,0,1,0,0,0,class like am bitter twat aswell,6
#mongol #warriors ambush tumed feast 1216/1217. learn video campaign:@url @url,0,0,1,0,0,0,mongol warriors ambush tumed feast learn video campaignurl,8
@user kindergarten too. kids ran said ching chong made slanty eyes foolish @url,0,0,1,0,0,0,kindergarten too kids ran said ching chong made slanty eyes foolish,11
i'm drunk i'm retarded,0,0,0,0,0,1,am drunk am retarded,4
blue way. sick shithole republicans country. @url,0,0,1,0,0,0,blue way sick shithole republicans country,6
ce sont des migrants finlandais aveugle ! @url,0,0,1,0,0,0,ce sont des migrants finlandais aveugle,6
@user actually fucked even fanbase begin retarded?,1,1,0,0,0,0,actually fucked even fanbase begin retarded,6
@user @user oh bad. ching chong ping ling,0,0,1,0,0,0,oh bad ching chong ping ling,6
@user im racist spic youll ever meett,0,0,1,0,0,0,racist spic you ll ever meett,6
right-wing conspiracy theorist said week's mail bombs leftists...going midterms @url,0,0,1,0,0,0,right wing conspiracy theorist said week mail bombs leftists going midterms,11
best nigger rolf meme @url,1,1,1,1,1,0,best nigger rolf meme,4
make sure place least spic span inviting leo over.,0,0,0,0,0,1,make sure place least spic span inviting leo over,9
@user pristine spic span environment one might wish for.,0,0,0,0,0,1,pristine spic span environment might wish for,7
@user @user that's true. @user supports drivers licenses illegal aliens governor's pl @url,0,0,0,0,0,1,that is true supports drivers licenses illegal aliens governor pl,10
@user sorry can't translate spic you.,0,0,1,0,0,0,sorry can not translate spic you,6
imagine stanning someone woke fuckin president shithole country u live !!! relate @url,0,0,1,0,0,0,imagine stanning someone woke fuckin president shithole country live relate,10
suck dick pictures . #dyke #queerstakeovertwitter @url,0,0,1,0,0,0,suck dick pictures dyke queerstakeovertwitter,5
@user can't say acting mature call 'sad retard' nnyou'll learn one day boss ahaha,0,1,0,0,0,0,can not say acting mature call sad retard nnyoull learn day boss ahaha,13
@user made complete twat today you?,1,1,0,1,1,1,made complete twat today you,5
@user fuck faggot @url,1,1,0,0,0,0,fuck faggot,2
@user i'd watch i'm school probably paying attention sorry doorbell ding dong pink fong wing wong ching chong,0,0,1,0,0,0,would watch am school probably paying attention sorry doorbell ding dong pink fong wing wong ching chong,17
@user except ur massive twat cut said soju u ruined whole vibe,0,0,1,0,0,0,except ur massive twat cut said soju ruined whole vibe,10
guy retard .. @url,0,0,1,0,0,0,guy retard,2
@user great saturday afternoon entertainment fairfax park 4 goals 3points fantastic faggot chips @url,0,0,1,0,0,0,great saturday afternoon entertainment fairfax park goals points fantastic faggot chips,11
dave roberts fucking retarded,0,0,1,0,0,0,dave roberts fucking retarded,4
@user @user @user wrong. trump said want immigrants 'shithole @url,0,0,1,0,0,0,wrong trump said want immigrants shithole,6
@user hes cool hes retard sometimes,0,0,0,0,0,1,he cool he retard sometimes,5
@user compre white countries? every country world. graph violent shithole,0,0,1,0,0,0,compre white countries every country world graph violent shithole,9
@user shut ur whore mouth poor ass faggot,0,0,1,0,0,0,shut ur whore mouth poor ass faggot,7
@user retard go,0,0,1,0,0,0,retard go,2
@user well buddy himself. salty low . let chinaman beat plus channel @url,1,0,0,1,0,0,well buddy himself salty low let chinaman beat plus channel,10
see anymore shootings separating immigrants impeached prosecuted make clear,0,0,0,0,0,1,see anymore shootings separating immigrants impeached prosecuted make clear,9
@user thanks nigger cant wait impending death coming @url,0,0,1,0,0,0,thanks nigger can not wait impending death coming,8
@user u start taking twitter seriously really start becoming faggot tib.,0,0,1,0,0,0,start taking twitter seriously really start becoming faggot tib,9
@user funny coming chinaman comes nation chinese dictator mao killed oppress @url,0,0,1,0,0,0,funny coming chinaman comes nation chinese dictator mao killed oppress,10
nigger jumped @url,0,0,1,0,0,0,nigger jumped,2
shithole country. @url,0,0,1,0,0,0,shithole country,2
god he's fucking twat. @url,0,0,1,0,0,0,god he is fucking twat,5
@user nice see supporting terrorist. even funnier claim every leftist never denounces @url,0,0,1,0,0,0,nice see supporting terrorist even funnier claim every leftist never denounces,11
@user @user nah im feminazi .... dont think men toxic trash,0,0,1,0,0,0,nah feminazi do nt think men toxic trash,8
@user @user okay white country created whites.,0,0,1,1,0,0,okay white country created whites,5
every say keyboard retarded,0,0,1,0,0,0,every say keyboard retarded,4
get retarded phone calls,0,0,1,0,0,1,get retarded phone calls,4
@user @user literally asked clapped cunt.,0,0,1,0,0,0,literally asked clapped cunt,4
brain morning: potato potato ching chong tomato,0,1,0,1,0,0,brain morning potato potato ching chong tomato,7
hello justin bieber-i say ching chong nippon sometimes,0,1,1,0,0,0,hello justin bieber say ching chong nippon sometimes,8
@user harry im moving london tuesday 25th welcome go back country around day @url,0,1,0,0,0,1,harry moving london tuesday welcome go back country around day,10
lmaoooo see go racist . typical nigger @url,0,0,1,0,0,0,lmaoo see go racist typical nigger,6
added video @user playlist @url kid goes full retard drops coin sewer ,0,0,1,0,0,0,added video playlist kid goes full retard drops coin sewer,10
he's cunt! #lufc @url,1,0,0,0,0,1,he is cunt lufc,4
@user thoughts prayers lol got fired house negro position,0,0,1,0,0,0,thoughts prayers lol got fired house negro position,8
yall gonna realise i'm like massive twat one day,0,0,1,0,0,1,all gon na realise am like massive twat day,9
remember used gasp word faggot 2018 word become common @url,0,0,1,0,0,0,remember used gasp word faggot word become common,8
@user abysmal.n hope finds way one trump'sshithole countries. oopps forgot loves saudi.,0,1,0,1,0,0,abysmaln hope finds way trumpsshithole countries oopps forgot loves saudi,10
amen. toxic feminazi insanity. ladies moral center patriotic center understanding @url,0,0,1,0,0,0,amen toxic feminazi insanity ladies moral center patriotic center understanding,10
@user @user bob old ching chong daughter yours. turned th @url,0,0,1,0,0,0,bob old ching chong daughter yours turned th,8
@user that's retarded honest.,0,0,1,1,0,0,that is retarded honest,4
@user borin moodly auld cunt,1,0,1,1,1,1,borin moodly auld cunt,4
@user imagine retarded,0,0,1,0,0,0,imagine retarded,2
remember xbox live 2012 getting called spic cause spoke spanish 2 seconds y'all @url,1,1,0,1,1,1,remember xbox live getting called spic cause spoke spanish seconds you all,12
swear gets cold mfs want act retarded,0,0,0,1,0,1,swear gets cold mfs want act retarded,7
@user idiot tory soup taker denial. go research irish regiments .,0,0,1,0,0,0,idiot tory soup taker denial go research irish regiments,9
i'll fucking rip eyes motherfucker i'll bury alive little shit son bitch cunt whore al @url,0,0,1,0,0,0,will fucking rip eyes motherfucker will bury alive little shit son bitch cunt whore al,15
reading twat #adrianbot,0,0,1,0,0,0,reading twat adrianbot,3
oh shut fuck retard @url,0,1,0,1,0,0,oh shut fuck retard,4
@user time executive order? american citizen want illegal aliens voting ele @url,0,0,1,0,0,0,time executive order american citizen want illegal aliens voting ele,10
man walking twat @url,0,1,0,0,0,0,man walking twat,3
@user funny mention splodes came second mongoloid shot twice rocket launcher,0,0,1,0,0,0,funny mention splodes came mongoloid shot twice rocket launcher,9
@user @user send refugees back! send illegal alixns back. hostile peop @url,0,1,0,0,0,1,send refugees back send illegal alixns back hostile peop,9
imagine part race god must put place bc constantly acting collectively retarded,0,1,1,1,1,1,imagine part race god must put place bc constantly acting collectively retarded,12
group high school boys drove past slowed front passenger yell ching chong me; wh @url,0,1,0,0,1,0,group high school boys drove past slowed front passenger yell ching chong me wh,14
birth mom wondered retarded actually used kendama toy balance ball double paddle @url,0,0,1,0,0,0,birth mom wondered retarded actually used kendama toy balance ball double paddle,12
might new #demographics #democrats #immigrants adverse gut @url,0,0,0,0,0,1,might new demographics democrats immigrants adverse gut,7
9) getting visan10) glad finally get shithole country understand people still live bar @url,0,1,1,0,0,0,getting visan glad finally get shithole country understand people still live bar,12
@user yo whats faggot pedo fuck,1,1,0,0,0,0,yo what faggot pedo fuck,5
2v2s literally retard dude deadasss,0,0,1,0,0,0,vs literally retard dude deadass,5
@user every promos team 200% retarded facts,0,0,1,0,0,0,every promos team retarded facts,5
@user chinese ching chong carried korean always,0,1,0,0,0,0,chinese ching chong carried korean always,6
man utd game like day kn?? today bnyk ching chong?,0,0,1,0,0,0,man utd game like day kn today bnyk ching chong,10
@user @user @user russia shithole country,0,0,1,0,0,0,russia shithole country,3
new fuck boy anthem... late negro,0,0,1,0,0,0,new fuck boy anthem late negro,6
course dirty dems favorite feminazi domestic terrorist! anarchist riot would survive without witch. @url,0,0,1,0,0,0,course dirty dems favorite feminazi domestic terrorist anarchist riot would survive without witch,13
@user china's wall still standing making sure mongol hordes conquer them. oh wait @url,0,0,0,0,1,0,china wall still standing making sure mongol hordes conquer them oh wait,12
got gook fresh boat ching chong haircut today half body wants rebuke othe @url,0,0,1,1,0,0,got gook fresh boat ching chong haircut today half body wants rebuke othe,13
elmer fudd voice faggot season,0,0,1,0,0,0,elmer fudd voice faggot season,5
mf love pulsing games like ain't retarded already,0,0,0,0,0,1,mf love pulsing games like is not retarded already,9
